,Company_name,Rank
3760,HANMAN FIT LIMITED,Rank 3
3761,SCHABLONA INDIA LTD,Rank 3
3762,"SURYAVANSHI SPINNING MILLS LTD.,",Rank 3
3763,SONAL ADHESIVES LTD.,Rank 3
3764,INFRA INDUSTRIES LTD.,Rank 3
3765,INCEPTUM ENTERPRISES LIMITED,Rank 3
3766,FRUITION VENTURE LIMITED,Rank 3
3767,SHREE PACETRONIX LTD,Rank 3
3768,NIHAR INFO GLOBAL LTD.,Rank 3
3769,AUROMA COKE LTD.,Rank 3
3770,GOLECHHA GLOBAL FINANCE LTD.,Rank 3
3771,GREENFIELD CORP LTD.,Rank 3
3772,ZYLOG SYSTEMS LIMITED,Rank 3
3773,BKV INDUSTRIES LTD.,Rank 3
3774,STURDY INDUSTRIES LTD.,Rank 3
3775,NATCO ECONOMICALS LIMITED,Rank 3
3776,GUJARAT PETROSYNTHESE LTD.,Rank 3
3777,KLK ELECTRICAL LIMITED,Rank 3
3778,BKM INDUSTRIES LIMITED,Rank 3
3779,PETRON ENGINEERING CONSTRUCTION LTD,Rank 3
3780,BERYL SECURITIES LTD,Rank 3
3781,AMRAWORLD AGRICO LTD.,Rank 3
3782,MILGREY FINANCE & INVESTMENT LTD,Rank 3
3783,G.G.AUTOMOTIVE GEARS LTD.,Rank 3
3784,JINDAL LEASEFIN LIMITED,Rank 3
3785,CRIMSON METAL ENGINEERING COMPANY LTD,Rank 3
3786,NUTECH GLOBAL LTD.,Rank 3
3787,GILADA FINANCE & INVESTMENTS LTD.,Rank 3
3788,SOPHIA EXPORTS LIMITED,Rank 3
3789,RAJESWARI INFRASTRUCTURE LIMITED,Rank 3
3790,LIBORD SECURITIES LTD.,Rank 3
3791,POLYCON INTERNATIONAL LTD.,Rank 3
3792,"SHREE SALASAR INVESTMENT LTD.,",Rank 3
3793,AGIO PAPER & INDUSTRIES LIMITED,Rank 3
3794,MAXPLUS LOGISTICS LIMITED,Rank 3
3795,PIONEER AGRO EXTRACTS LTD.,Rank 3
3796,GOVIND RUBBER LTD,Rank 3
3797,"THIRU AROORAN SUGARS INDUSTRIES,",Rank 3
3798,AVANCE TECHNOLOGIES LTD.,Rank 3
3799,S & T CORPORATION LIMITED,Rank 3
3800,TRITON CORP. LTD.,Rank 3
3801,VALLABH POLY-PLAST INTERNATIONAL LT,Rank 3
3802,PANKAJ POLYMERS LTD.,Rank 3
3803,AJEL LIMITED,Rank 3
3804,ACE EXPORTS LIMITED,Rank 3
3805,SWARNA SECURITIES LTD.,Rank 3
3806,RAINBOW DENIM LTD.,Rank 3
3807,MONNET INDUSTRIES LTD.,Rank 3
3808,SUJANA UNIVERSAL INDUSTRIES LTD.,Rank 3
3809,RISHABH SPECIAL YARNS LTD,Rank 3
3810,GRATEX INDUSTRIES LTD.,Rank 3
3811,GEMSTONE INVESTMENTS LTD.,Rank 3
3812,AKM LACE AND EMBROTEX LIMITED,Rank 3
3813,WINSOME DIAMONDS AND JEWELLERY LIMITED,Rank 3
3814,VIKALP SECURITIES LTD.,Rank 3
3815,VARDHMAN CONCRETE LIMITED,Rank 3
3816,ALANG INDUSTRIAL GASES LTD.,Rank 3
3817,MAHALAXMI SEAMLESS LTD.,Rank 3
3818,GAGAN GASES LTD.,Rank 3
3819,KAVERI TELECOM PRODUCTS LTD.,Rank 3
3820,ABIRAMI FINANCIAL SERVICES (INDIA),Rank 3
3821,BHARAT TEXTILES & PROOFING INDUSTRI,Rank 3
3822,SIDH AUTOMOBILES LIMITED,Rank 3
3823,"GUJARAT LEASE FINANCING LIMITED,",Rank 3
3824,SUGAL & DAMANI SHARE BROKERS LTD.,Rank 3
3825,PRIMA AGRO LTD.,Rank 3
3826,SHALIMAR AGENCIES LIMITED,Rank 3
3827,AGRIMONY COMMODITIES LIMITED,Rank 3
3828,INDRA INDUSTRIES LTD.,Rank 3
3829,MADHUSUDAN SECURITIES LTD,Rank 3
3830,SAVANI FINANCIALS LTD.,Rank 3
3831,IFL PROMOTERS LTD,Rank 3
3832,MACRO (INTERNATIONAL) EXPORTS LTD.,Rank 3
3833,"TRANS-FREIGHT CONTAINERS LTD.,",Rank 3
3834,SRI LAKSHMI SARASWATHI TEXTILES (AR,Rank 3
3835,SHELTER INFRA PROJECTS LIMITED,Rank 3
3836,GARODIA CHEMICALS LTD.,Rank 3
3837,CAPRICORN SYSTEMS GLOBAL SOLUTIONS LTD.,Rank 3
3838,PRAKASH CERAMICS LTD,Rank 3
3839,TATIA GLOBAL VENNTURE LIMITED,Rank 3
3840,LUHARUKA MEDIA & INFRA LIMITED,Rank 3
3841,INTER STATE OIL CARRIER LTD,Rank 3
3842,YUVRAAJ HYGIENE PRODUCTS LTD,Rank 3
3843,SHREE NIDHI TRADING CO. LTD.,Rank 3
3844,JD ORGOCHEM LTD.,Rank 3
3845,ASHAPURA INTIMATES FASHION LIMITED,Rank 3
3846,MILLENNIUM ONLINE SOLUTIONS (INDIA) LTD,Rank 3
3847,PFL INFOTECH LTD.,Rank 3
3848,GCCL CONSTRUCTION AND REALITIES LTD,Rank 3
3849,INTEGRA GARMENTS AND TEXTILES LIMITED,Rank 3
3850,KBS INDIA LIMITED,Rank 3
3851,STANPACKS (INDIA) LTD.,Rank 3
3852,SUNEDISON INFRASTRUCTURE LIMITED,Rank 3
3853,IMPEX FERRO TECH LTD.,Rank 3
3854,OMEGA AG-SEEDS (PUNJAB) LTD.,Rank 3
3855,SKYLINE INDIA LIMITED,Rank 3
3856,IYKOT HITECH TOOLROOM LTD,Rank 3
3857,KARNIMATA COLD STORAGE LIMITED,Rank 3
3858,TRIVIKRAMA INDUSTRIES LTD.,Rank 3
3859,ZEL JEWELLERS LIMITED,Rank 3
3860,SHENTRACON CHEMICALS LTD.,Rank 3
3861,DEVIKA PROTEINS LTD.,Rank 3
3862,CITIPORT FINANCIAL SERVICES LTD.,Rank 3
3863,XO INFOTECH LTD.,Rank 3
3864,ROADWAYS INDIA LIMITED,Rank 3
3865,"ADVANCE PETROCHEMICALS LTD.,",Rank 3
3866,CONTINENTAL SECURITIES LIMITED,Rank 3
3867,"W.S. INDUSTRIES (INDIA) LTD.,",Rank 3
3868,REGENCY CERAMICS LTD,Rank 3
3869,"TEEM LABORATORIES LTD.,",Rank 3
3870,STERLING GREEN  WOODS  LIMITED,Rank 3
3871,ADCON CAPITAL SERVICES LIMITED,Rank 3
3872,TANTIA CONSTRUCTIONS LIMITED,Rank 3
3873,GHUSHINE FINTRRADE OCEAN LIMITED,Rank 3
3874,M.B.PARIKH FINSTOCKS LTD.,Rank 3
3875,"RAJDARSHAN INDUSTRIES LTD.,",Rank 3
3876,SAMTEX FASHIONS LTD.,Rank 3
3877,SIKOZY REALTORS LIMITED,Rank 3
3878,INTER GLOBE FINANCE LTD.,Rank 3
3879,RUBY CABLES LIMITED,Rank 3
3880,WINSOME YARNS LTD.,Rank 3
3881,DHENU BUILDCON INFRA LIMITED,Rank 3
3882,KHATOR FIBRE & FABRICS LTD.,Rank 3
3883,R.B.GUPTA FINANCIALS LTD.,Rank 3
3884,YURANUS INFRASTRUCTURE LTD,Rank 3
3885,SUNGOLD MEDIA AND ENTERTAINMENT LIMITED,Rank 3
3886,STEWARTS & LLOYDS OF INDIA LTD.,Rank 3
3887,J.J.EXPORTERS LTD.,Rank 3
3888,SITA ENTERPRISES LTD.,Rank 3
3889,NORBEN TEA & EXPORTS LTD,Rank 3
3890,"CONTINENTAL PETROLEUMS LTD.,",Rank 3
3891,POSITIVE ELECTRONICS LIMITED,Rank 3
3892,"RAINBOW PAPERS LTD.,",Rank 3
3893,RAHUL MERCHANDISING LTD.,Rank 3
3894,TOYAMA ELECTRIC LTD.,Rank 3
3895,DYNAMIC MICROSTEPPERS LTD.,Rank 3
3896,PVV INFRA LIMITED,Rank 3
3897,INTEGRATED THERMOPLASTICS LTD.,Rank 3
3898,JAIN FARMS PALM OIL LIMITED,Rank 3
3899,"C.J. GELATINE PRODUCTS LTD.,",Rank 3
3900,BARODA EXTRUSION LTD.,Rank 3
3901,AISHWARYA TELECOM LIMITED,Rank 3
3902,ARIHANTS SECURITIES LTD.,Rank 3
3903,CATVISION LIMITED,Rank 3
3904,TELESYS SOFTWARE LTD.,Rank 3
3905,VANI COMMERCIALS LIMITED,Rank 3
3906,ABHISHEK FINLEASE LIMITED,Rank 3
3907,WISEC GLOBAL LTD.,Rank 3
3908,INDO ASIAN FINANCE LIMITED,Rank 3
3909,IND-AGIV COMMERCE LTD.,Rank 3
3910,SHIVA MEDICARE LTD.,Rank 3
3911,CRESTCHEM LTD.,Rank 3
3912,HIRA AUTOMOBILES LTD.,Rank 3
3913,PARIJAT PAPER MILLS LIMITED,Rank 3
3914,NEW ERA ALKALOIDS & EXPORT LIMITED,Rank 3
3915,SIMPLEX MILLS COMPANY LIMITED,Rank 3
3916,NITU TRADING COMPANY LIMITED,Rank 3
3917,MEGA CORPORATION LTD,Rank 3
3918,MINDA FINANCE LIMITED,Rank 3
3919,KASHYAP TELE-MEDICINES LIMITED,Rank 3
3920,DEEP DIAMOND INDIA LIMITED,Rank 3
3921,NEELKANTH ROCKMINERALS LTD.,Rank 3
3922,VIVANTA INDUSTRIES LIMITED,Rank 3
3923,INFORMED TECHNOLOGIES INDIA LTD.,Rank 3
3924,GOYAL ASSOCIATES LTD.,Rank 3
3925,"GAEKWAR MILLS LTD.,",Rank 3
3926,CITY GOLD CREDIT CAPITAL LIMITED,Rank 3
3927,GB GLOBAL LIMITED,Rank 3
3928,R. R. CORPORATE SECURITIES LIMITED,Rank 3
3929,TECHINDIA NIRMAN LIMITED,Rank 3
3930,AXEL POLYMERS LTD.,Rank 3
3931,MAYUKH DEALTRADE LIMITED,Rank 3
3932,COX & KINGS FINANCIAL SERVICE LIMITED,Rank 3
3933,ENNORE COKE LIMITED,Rank 3
3934,CAMSON SEEDS LIMITED,Rank 3
3935,NCL RESEARCH AND FINANCIAL SERVICES,Rank 3
3936,REGAL ENTERPRISES LIMITED,Rank 3
3937,TOWELS INDIA EXPORTS LTD.,Rank 3
3938,CYBER MEDIA (INDIA) LTD.,Rank 3
3939,"J.J. FINANCE CORPORATION LTD.,",Rank 3
3940,KANSAL FIBRES LTD.,Rank 3
3941,RAGHUNATH TOBACCO CO. LTD.,Rank 3
3942,GANGA PHARMACEUTICALS LIMITED,Rank 3
3943,DANUBE INDUSTRIES LIMITED,Rank 3
3944,ALCHEMIST LIMITED,Rank 3
3945,PRABHAT SECURITIES LIMITED,Rank 3
3946,KAMRON LABORATORIES LTD.,Rank 3
3947,CREDENCE SOUND & VISION LTD.,Rank 3
3948,MYM TECHNOLOGIES LTD.,Rank 3
3949,VANDANA KNITWEAR LIMITED,Rank 3
3950,"RAPID INVESTMENTS LTD.,",Rank 3
3951,KUMAKA INDUSTRIES LIMITED,Rank 3
3952,SHRI BHOLANATH CARPETS LIMITED,Rank 3
3953,VIJI FINANCE LIMITED,Rank 3
3954,AURUM CAPITAL PROJECTS LIMITED,Rank 3
3955,P. K. LEASING & FINANCE LIMITED,Rank 3
3956,APPLE CREDIT CORPORATION LTD,Rank 3
3957,TARANGINI INVESTMENTS LIMITED,Rank 3
3958,NORRIS MEDICINES LTD.,Rank 3
3959,RANE COMPUTERS CONSULTANCY LTD,Rank 3
3960,RIVER FRONT HOTELS LIMITED,Rank 3
3961,ENCORE BUSINESS SYSTEM LIMITED,Rank 3
3962,GRACIOUS VANIJYA LIMITED,Rank 3
3963,JAIN FARMS AND RESORTS LIMITED,Rank 3
3964,COMMEX TECHNOLOGY LIMITED,Rank 3
3965,DHAMPUR SUGAR (KASHIPUR) LTD.,Rank 3
3966,DEVOTED CONSTRUCTION LIMITED,Rank 3
3967,SPENTEX INDUSTRIES LTD.,Rank 3
3968,PRADIP OVERSEAS LIMITED,Rank 3
3969,SUNRAJ DIAMOND EXPORTS LTD.,Rank 3
3970,CORAL NEWSPRINTS LTD.,Rank 3
3971,KLG CAPITAL SERVICES LTD.,Rank 3
3972,SLESHA COMMERCIAL LIMITED,Rank 3
3973,SUPERSTAR DISTILLERIES AND FOODS LT,Rank 3
3974,SHREE NARMADA ALUMINIUM INDUSTRIES,Rank 3
3975,SURYO FOODS & INDUSTRIES LTD.,Rank 3
3976,JINDAL CAPITAL LTD.,Rank 3
3977,SAMYAK CORPORATION LIMITED,Rank 3
3978,TECIL CHEMICALS & HYDRO POWER LIMIT,Rank 3
3979,ANNA INFRASTRUCTURES LTD,Rank 3
3980,CONCRETE CREDIT LIMITED,Rank 3
3981,GAJANAN SECURITIES SERVICES LTD.,Rank 3
3982,JYOTHI INFRAVENTURES LTD.,Rank 3
3983,HITTCO TOOLS LTD.,Rank 3
3984,ORCHID SECURITIES LIMITED,Rank 3
3985,"MICROSE INDIA LIMITED,",Rank 3
3986,MIDWEST GOLD LTD,Rank 3
3987,SHRI KALYAN HOLDINGS LTD.,Rank 3
3988,ELLORA TRADERS LIMITED,Rank 3
3989,DELTRON LTD,Rank 3
3990,PEETI SECURITIES LTD.,Rank 3
3991,GALADA FINANCE LIMITED,Rank 3
3992,MAGNUM LIMITED.,Rank 3
3993,ADINATH EXIM RESOURCES LTD.,Rank 3
3994,DELTA LEASING & FINANCE LIMITED,Rank 3
3995,PG INDUSTRY  LTD.,Rank 3
3996,RAJKAMAL SYNTHETICS LTD.,Rank 3
3997,MARSONS LIMITED,Rank 3
3998,REGAL ENTERTAINMENT & CONSULTANTS LTD.,Rank 3
3999,STEP TWO CORPORATION LTD.,Rank 3
4000,GAYATRI SUGARS LTD.,Rank 3
4001,VINAYAK POLYCON INTERNATIONAL LIMITED,Rank 3
4002,VADILAL DAIRY INTERNATIONAL LTD.,Rank 3
4003,KUWER INDUSTRIES LTD.,Rank 3
4004,JPT SECURITIES LTD.,Rank 3
4005,SPACEAGE PRODUCTS LIMITED,Rank 3
4006,SAPTAK CHEM AND BUSINESS LIMITED,Rank 3
4007,GOLKONDA ALUMINIUM EXTRUSIONS LTD,Rank 3
4008,GUJARAT CREDIT CORPORATION LTD.,Rank 3
4009,PADMALAYA TELEFILMS LTD.,Rank 3
4010,CYBERSCAPE MULTIMEDIA LTD.,Rank 3
4011,ACI INFOCOM LTD.,Rank 3
4012,SHREE BHAVYA FABRICS LIMITED,Rank 3
4013,MARGO FINANCE LIMITED,Rank 3
4014,INDRAYANI BIOTECH LTD.,Rank 3
4015,ADARSH PLANT PROJECT LTD.,Rank 3
4016,G.K.CONSULTANTS LTD.,Rank 3
4017,GOPAL IRON & STEELS CO.(GUJARAT) LT,Rank 3
4018,RICH UNIVERSE NETWORK LTD,Rank 3
4019,DHANVANTRI JEEVAN REKHA LTD.,Rank 3
4020,DALMIA REFRACTORIES LIMITED,Rank 3
4021,RAJATH FINANCE LIMITED,Rank 3
4022,SAFFRON INDUSTRIES LIMITED,Rank 3
4023,SHIVA GRANITO EXPORT LIMITED,Rank 3
4024,A.F. ENTERPRISES LIMITED,Rank 3
4025,SUPRANEET FINANCE & CONSULTANTS LIMITED,Rank 3
4026,RAMA VISION LTD,Rank 3
4027,KINETIC TRUST LTD.,Rank 3
4028,ASEEM GLOBAL LIMITED,Rank 3
4029,MIPCO SEAMLESS RINGS (GUJARAT) LTD.,Rank 3
4030,DSJ COMMUNICATIONS LTD.,Rank 3
4031,BAMPSL SECURITIES LTD.,Rank 3
4032,TITAANIUM TEN ENTERPRISE LIMITED,Rank 3
4033,AMIT SPINNING INDUSTRIES LTD.,Rank 3
4034,IFL ENTERPRISES LIMITED,Rank 3
4035,PAL CREDIT & CAPITAL LTD.,Rank 3
4036,NIWAS SPINNING MILLS LTD.,Rank 3
4037,KANDAGIRI SPINNING MILLS LTD.,Rank 3
4038,NEOGEM INDIA LIMITED,Rank 3
4039,SOUTHERN INFOSYS LIMITED,Rank 3
4040,GLITTEK GRANITES LTD.,Rank 3
4041,SAKA LIMITED,Rank 3
4042,DAZZEL CONFINDIVE LTD.,Rank 3
4043,RITA FINANCE AND LEASING LIMITED,Rank 3
4044,SANBLUE CORPORATION LIMITED,Rank 3
4045,JAUSS POLYMERS LTD,Rank 3
4046,UNJHA FORMULATIONS LTD.,Rank 3
4047,"MODERN THREAD (INDIA) LTD.,",Rank 3
4048,ADITYA ISPAT LTD.,Rank 3
4049,SANTOSH FINE-FAB LTD.,Rank 3
4050,"J.R. FOODS LIMITED,",Rank 3
4051,"SHREE MANUFACTURING CO. LTD.,",Rank 3
4052,MUNOTH COMMUNICATION LIMITED,Rank 3
4053,RICHFIELD FINANCIAL SERVICES LTD.,Rank 3
4054,CHOTHANI FOODS LIMITED,Rank 3
4055,SUN SOURCE (INDIA) LTD.,Rank 3
4056,KHOOBSURAT LTD.,Rank 3
4057,COSBOARD INDUSTRIES LTD.,Rank 3
4058,JRD FINANCE LIMITED,Rank 3
4059,B.J.DUPLEX BOARDS LTD.,Rank 3
4060,TULSI EXTRUSIONS LIMITED,Rank 3
4061,ASSOCIATED CERAMICS LTD.,Rank 3
4062,GOLDEN CARPETS LIMITED.,Rank 3
4063,SHAILJA COMMERCIAL TRADE FRENZY LIMITED,Rank 3
4064,OVERSEAS SYNTHETICS LTD.,Rank 3
4065,"LAKSHMI PRECISION SCREWS LTD.,",Rank 3
4066,APLAB LTD.,Rank 3
4067,IO SYSTEM LTD,Rank 3
4068,DIVINE MULTIMEDIA (INDIA) LIMITED,Rank 3
4069,GENOMIC VALLEY BIOTECH LIMITED,Rank 3
4070,DISTINCTIVE PROPERTIES & LEASING LTD,Rank 3
4071,BINDAL EXPORTS LIMITED,Rank 3
4072,PROSEED INDIA LIMITED,Rank 3
4073,SHAKTI PRESS LTD.,Rank 3
4074,REGENCY TRUST LTD.,Rank 3
4075,ENCHANTE JEWELLERY LTD.,Rank 3
4076,TUNI TEXTILE MILLS LTD.,Rank 3
4077,EMMSONS INTERNATIONAL LIMITED,Rank 3
4078,"REMI SECURITIES LTD.,",Rank 3
4079,RUBBER PRODUCTS LTD.,Rank 3
4080,KOHINOOR BROADCASTING CORPORATION LTD.,Rank 3
4081,USHA MARTIN EDUCATION & SOLUTIONS LIMITED,Rank 3
4082,HYPERSOFT TECHNOLOGIES LIMITED,Rank 3
4083,"CHOKHANI INTERNATIONAL LTD.,",Rank 3
4084,RSC INTERNATIONAL LIMITED,Rank 3
4085,"GUJARAT INVESTA LTD.,",Rank 3
4086,TOWA SOKKI LTD.,Rank 3
4087,STERLING WEBNET LIMITED,Rank 3
4088,SAI BABA INVESTMENT & COMMERCIAL ENTERPRISES LIMITED,Rank 3
4089,P.M. TELELINNKS LIMITED,Rank 3
4090,FUNDVISER CAPITAL (INDIA) LIMITED,Rank 3
4091,MV COTSPIN LTD.,Rank 3
4092,CREATIVE EYE LTD.,Rank 3
4093,TECHTREK INDIA LIMITED,Rank 3
4094,S KUMARS.COM LTD.,Rank 3
4095,SHIVAGRICO IMPLEMENTS LTD.,Rank 3
4096,RAMSONS PROJECTS LTD.,Rank 3
4097,SVA INDIA LTD,Rank 3
4098,CRANE INFRASTRUCTURE LIMITED,Rank 3
4099,HIND SECURITIES & CREDITS LIMITED,Rank 3
4100,FOCUS SUITES SOLUTIONS & SERVICES LIMITED,Rank 3
4101,"DHRUV ESTATES LTD.,",Rank 3
4102,A.D.S. DIAGNOSTICS LTD.,Rank 3
4103,SHREE HANUMAN SUGAR & INDUSTRIES LTD.,Rank 3
4104,GRADIENTE INFOTAINMENT LIMITED,Rank 3
4105,GALAXY AGRICO EXPORTS LTD.,Rank 3
4106,SENTHIL INFOTEK LIMITED,Rank 3
4107,CHPL INDUSTRIES LTD.,Rank 3
4108,INDERGIRI FINANCE LTD.,Rank 3
4109,JOY REALTY LIMITED,Rank 3
4110,REKVINA LABORATORIES LTD,Rank 3
4111,CENTERAC TECHNOLOGIES LIMITED,Rank 3
4112,FIRSTOBJECT TECHNOLOGIES LIMITED,Rank 3
4113,GENUS PRIME INFRA LIMITED,Rank 3
4114,OCTAL CREDIT CAPITAL LTD.,Rank 3
4115,VXL INSTRUMENTS LTD.,Rank 3
4116,CLARO INDIA LTD,Rank 3
4117,PROGREX VENTURES LIMITED,Rank 3
4118,ISF LIMITED,Rank 3
4119,YOGI SUNG-WON (INDIA) LTD.,Rank 3
4120,GAGAN POLYCOT INDIA LTD.,Rank 3
4121,ESHA MEDIA RESEARCH LIMITED,Rank 3
4122,FILMCITY MEDIA LTD.,Rank 3
4123,KOFFEE BREAK PICTURES LIMITED,Rank 3
4124,ARAMBHAN HOSPITALITY SERVICES LIMITED,Rank 3
4125,AMIT SECURITIES LTD.,Rank 3
4126,STI GRANITE INDIA LIMITED,Rank 3
4127,SOWBHAGYA MEDIA LIMITED,Rank 3
4128,EMPEE SUGARS & CHEMICALS LTD.,Rank 3
4129,ASHOKA REFINERIES LTD.,Rank 3
4130,PAN INDIA CORPORATION LTD,Rank 3
4131,"N.B. FOOTWEAR LTD.,",Rank 3
4132,"SHREE RAJASTHAN SYNTEX LTD.,",Rank 3
4133,SUPERTEX INDUSTRIES LTD,Rank 3
4134,E.COM INFOTECH (INDIA) LTD.,Rank 3
4135,QUEST FINANCIAL SERVICES LTD.,Rank 3
4136,PAE LTD.,Rank 3
4137,GDL LEASING & FINANCE LTD.,Rank 3
4138,"INDIAN LINK CHAIN MNFRS. LTD.,",Rank 3
4139,"UNIWORTH LTD.,",Rank 3
4140,ADVENT COMPUTER SERVICES LTD.,Rank 3
4141,MEHTA HOUSING FINANCE LTD.,Rank 3
4142,CLIO INFOTECH LTD.,Rank 3
4143,MAYUR FLOORINGS LTD.,Rank 3
4144,MAHASAGAR TRAVELS LTD.,Rank 3
4145,"LEDO TEA CO. LTD.,",Rank 3
4146,BERYL DRUGS LTD.,Rank 3
4147,ALKA SECURITIES LTD.,Rank 3
4148,NEUEON TOWERS LIMITED,Rank 3
4149,NYSSA CORPORATION LIMITED,Rank 3
4150,MAHARASHTRA CORPORATION LTD.,Rank 3
4151,GUJARAT COTEX LTD,Rank 3
4152,MW UNITEXX LIMITED,Rank 3
4153,MOUNT SHIVALIK INDUSTRIES LTD.,Rank 3
4154,DMC EDUCATION LTD,Rank 3
4155,GITA RENEWABLE ENERGY LIMITED,Rank 3
4156,SASHWAT TECHNOCRATS LIMITED,Rank 3
4157,OSCAR GLOBAL LTD,Rank 3
4158,K.Z.LEASING & FINANCE LTD.,Rank 3
4159,GOOD VALUE IRRIGATION LTD.,Rank 3
4160,UNISTAR MULTIMEDIA LTD,Rank 3
4161,BRISK SERVICES LIMITED,Rank 3
4162,"CLASSIC ELECTRICALS LTD.,",Rank 3
4163,SBEC SYSTEMS (IND) LTD.,Rank 3
4164,ANERI FINCAP LIMITED,Rank 3
4165,ORTEL COMMUNICATIONS LIMITED,Rank 3
4166,"KAPIL COTEX  LTD.,",Rank 3
4167,DHRUVA CAPITAL SERVICES LTD.,Rank 3
4168,ANKUSH FINSTOCK LTD.,Rank 3
4169,VERONICA PRODUCTION LIMITED,Rank 3
4170,QUINTEGRA SOLUTIONS LIMITED,Rank 3
4171,HEMADRI CEMENTS LIMITED,Rank 3
4172,HINDUSTHAN UDYOG LTD,Rank 3
4173,CONTINENTAL CONTROLS LTD.,Rank 3
4174,KRISHANA FABRICS LIMITED,Rank 3
4175,ASHOKA METCAST LIMITED,Rank 3
4176,GANGOTRI TEXTILES LTD.,Rank 3
4177,"SOLITAIRE INVESTMENTS CO. LTD.,",Rank 3
4178,VAISHNO CEMENT CO. LTD.,Rank 3
4179,CHIPLUN FINE CHEMICALS LTD.,Rank 3
4180,PRABHAV INDUSTRIES LIMITED,Rank 3
4181,INTERNATIONAL CONSTRUCTIONS LTD.,Rank 3
4182,MODERN DENIM LIMITED,Rank 3
4183,SUNCITY SYNTHETICS LTD.,Rank 3
4184,VANTAGE KNOWLEDGE ACADEMY LIMITED,Rank 3
4185,MID EAST PORTFOLIO MANAGEMENT LTD.,Rank 3
4186,BITS LTD,Rank 3
4187,SIDDHA VENTURES LIMITED,Rank 3
4188,SHEETAL BIO-AGRO TECH LIMITED,Rank 3
4189,PUROHIT CONSTRUCTION LIMITED,Rank 3
4190,GLOBE COMMERCIALS LIMITED,Rank 3
4191,SYSCO INDUSTRIES LIMITED,Rank 3
4192,GOENKA BUSINESS & FINANCE LIMITED,Rank 3
4193,HINDUSTAN AGRIGENETICS LTD.,Rank 3
4194,DYNAMIC PROTFOLIO MANAGEMENT & SERV,Rank 3
4195,UNIQUE ORGANICS LTD.,Rank 3
4196,MRIGAYA ESTATE AND FINANCE LIMITED,Rank 3
4197,"SOMA PAPERS & INDUSTRIES LTD.,",Rank 3
4198,JMG CORPORATION LTD,Rank 3
4199,SPANGLE MARKETING LIMITED,Rank 3
4200,INVICTA MEDITEK LTD,Rank 3
4201,MARKET CREATORS LTD.,Rank 3
4202,"ASIAN BEARINGS LTD.,",Rank 3
4203,FUTURISTIC SECURITIES LTD,Rank 3
4204,VENMAX DRUGS AND PHARMACEUTICALS LTD,Rank 3
4205,SHIVAMSHREE BUSINESSES LIMITED,Rank 3
4206,GLEAM FABMAT LIMITED,Rank 3
4207,NIDHI SERVICES LIMITED,Rank 3
4208,"RELSON INDIA LTD.,",Rank 3
4209,COMPACT DISK INDIA LTD.,Rank 3
4210,KAPIL RAJ FINANCE LTD.,Rank 3
4211,NEHA INTERNATIONAL LTD.,Rank 3
4212,SANGUINE MEDIA LTD.,Rank 3
4213,ADARSH MERCANTILE LIMITED,Rank 3
4214,"HIND SYNTEX LTD.,",Rank 3
4215,EKAM LEASING & FINANCE CO. LTD.,Rank 3
4216,"BAJRANG FINANCE LTD.,",Rank 3
4217,GCM CAPITAL ADVISORS LIMITED,Rank 3
4218,JAIN STUDIOS LTD.,Rank 3
4219,SHESHADRI INDUSTRIES LIMITED,Rank 3
4220,"BIRLA TRANSASIA CARPETS LTD.,",Rank 3
4221,IB INFOTECH ENTERPRISES LTD,Rank 3
4222,SARDA PAPERS LTD,Rank 3
4223,CEENIK EXPORTS (INDIA) LTD.,Rank 3
4224,PRUDENTIAL SUGAR CORPORATION LTD,Rank 3
4225,APLAYA CREATIONS LIMITED,Rank 3
4226,"BETEX INDIA LTD.,",Rank 3
4227,TODAYS WRITING INSTRUMENTS LTD,Rank 3
4228,HINDUSTAN APPLIANCES LTD,Rank 3
4229,SIEL FINANCIAL SERVICES LTD.,Rank 3
4230,SARANG CHEMICALS LTD.,Rank 3
4231,HIMALCHULI FOOD PRODUCTS LTD,Rank 3
4232,BHARATIYA GLOBAL INFOMEDIA LIMITED,Rank 3
4233,UNITED INTERACTIVE LIMITED,Rank 3
4234,PARSHARTI INVESTMENTS LTD.,Rank 3
4235,UNITED TEXTILES LTD.,Rank 3
4236,EXOTIC COAL LIMITED,Rank 3
4237,ID INFO BUSINESS SERVICES LTD.,Rank 3
4238,AVI PRODUCTS INDIA LIMITED,Rank 3
4239,QUEST SOFTECH (INDIA) LIMITED,Rank 3
4240,AVI POLYMERS LTD.,Rank 3
4241,EUREKA INDUSTRIES LTD.,Rank 3
4242,INCON ENGINEERS LTD.,Rank 3
4243,HRB FLOURICULTURE LTD.,Rank 3
4244,SRM ENERGY LIMITED,Rank 3
4245,M.S.SECURITIES LTD.,Rank 3
4246,TIRUPATI INDUSTRIES (INDIA) LTD,Rank 3
4247,SOVEREIGN DIAMONDS LTD,Rank 3
4248,KARAN WOO-SIN LTD.,Rank 3
4249,SHRI KRISHNA PRASADAM LIMITED,Rank 3
4250,SW INVESTMENTS LIMITED,Rank 3
4251,VCCL LTD.,Rank 3
4252,VIRTUALSOFT SYSTEMS LTD.,Rank 3
4253,SAANVI ADVISORS LIMITED,Rank 3
4254,METKORE ALLOYS & INDUSTRIES LTD,Rank 3
4255,CAPITAL FINVEST LIMITED,Rank 3
4256,AMAR VANIJYA LIMITED,Rank 3
