,Company_name,Rank
4257,TRILOGIC DIGITAL MEDIA LIMITED,Rank 3
4258,CHENNAI FERROUS INDUSTRIES LIMITED,Rank 3
4259,PILLAR INVESTMENT COMPANY LIMITED,Rank 3
4260,MODERN SHARES AND STOCKBROKERS LTD.,Rank 3
4261,NIKKI GLOBAL FINANCE LTD.,Rank 3
4262,GEMINI COMMUNICATIONS LTD.,Rank 3
4263,ESSAR SECURITIES LIMITED,Rank 3
4264,GB GLOBAL LTD.,Rank 3
4265,"BHAGWATI OXYGEN LTD.,",Rank 3
4266,AUTORIDERS INTERNATIONAL LTD,Rank 3
4267,NOESIS INDUSTRIES LIMITED,Rank 3
4268,ORGANIC COATINGS LTD.,Rank 3
4269,I.C.S.A. (INDIA) LTD.,Rank 3
4270,"TPI INDIA LTD.,",Rank 3
4271,KCL INFRA PROJECTS LIMITED,Rank 3
4272,EAST BUILDTECH LIMITED,Rank 3
4273,LONGVIEW TEA COMPANY LTD.,Rank 3
4274,RAJASTHAN GASES LTD.,Rank 3
4275,MAHAAN IMPEX LIMITED,Rank 3
4276,"KOVALAM INV. & TRADING CO.LTD.,",Rank 3
4277,PAN ELECTRONICS INDIA LTD.,Rank 3
4278,MPDL LIMITED,Rank 3
4279,ARC FINANCE LIMITED,Rank 3
4280,EURO CEREMICS LTD,Rank 3
4281,JIK INDUSTRIES LTD,Rank 3
4282,FGP LTD,Rank 3
4283,MAFATLAL FINANCE CO. LTD.,Rank 3
4284,UNITED LEASING & INDUSTRIES LTD,Rank 3
4285,OSWAL YARNS LTD.,Rank 3
4286,KMF BUILDERS & DEVELOPERS LTD.,Rank 3
4287,BGIL FILMS & TECHNOLOGIES LTD,Rank 3
4288,"JAI MATA GLASS LTD.,",Rank 3
4289,DESH RAKSHAK AUSHDHALAYA LTD.,Rank 3
4290,ACHAL INVESTMENTS LIMITED,Rank 3
4291,ARYAN SHARE & STOCK BROKERS LTD.,Rank 3
4292,INERTIA STEEL LIMITED,Rank 3
4293,ARCEE INDUSRTRIES LTD.,Rank 3
4294,"KAKATIYA TEXTILES LTD.,",Rank 3
4295,BRILLIANT PORTFOLIOS LTD.,Rank 3
4296,P R HOLDINGS LIMITED,Rank 3
4297,CONTIL INDIA LIMITED,Rank 3
4298,INDO COTSPIN LIMITED,Rank 3
4299,FRONTLINE BUSINESS SOLUTIONS LTD.,Rank 3
4300,NU-TECH CORPORATE SERVICES LTD.,Rank 3
4301,PROMACT IMPEX LIMITED,Rank 3
4302,SUPER BAKERS (INDIA) LTD.,Rank 3
4303,SHAMROCK INDUSTRIAL CO. LTD.,Rank 3
4304,SHREE PRECOATED STEELS LIMITED,Rank 3
4305,SARDA PROTEINS LTD,Rank 3
4306,HI-KLASS TRADING AND INVESTMENT LIMITED,Rank 3
4307,RKB AGRO INDUSTRIES LIMITED,Rank 3
4308,COMFORT COMMOTRADE LIMITED,Rank 3
4309,TARA JEWELS LIMITED,Rank 3
4310,GOLDCOIN HEALTH FOODS LIMITED,Rank 3
4311,"STANDARD BATTERIES LTD.,",Rank 3
4312,MEGLON INFRA-REAL (INDIA) LTD.,Rank 3
4313,TENTIWALA METAL PRODUCTS LIMITED,Rank 3
4314,BIRDHI CHAND PANNALAL AGENCIES LIMITED,Rank 3
4315,MUDRA FINANCIAL SERVICES LTD.,Rank 3
4316,EASTERN SUGAR & INDUSTRIES LTD.,Rank 3
4317,FILTRON ENGINEERS LTD.,Rank 3
4318,SPARC SYSTEMS LTD.,Rank 3
4319,"GUPTA SYNTHETICS LTD.,",Rank 3
4320,KIRAN PRINT-PACK LTD.,Rank 3
4321,MINOLTA FINANCE LTD.,Rank 3
4322,CURA TECHNOLOGIES LIMITED,Rank 3
4323,"VEGEPRO FOODS & FEEDS LTD.,",Rank 3
4324,SER INDUSTRIES LTD,Rank 3
4325,AVIVA INDUSTRIES LIMITED,Rank 3
4326,RLF LTD.,Rank 3
4327,SHAH FOODS LTD,Rank 3
4328,"SHIVA SUITINGS LTD.,",Rank 3
4329,TRANS ASIA CORPORATION LTD,Rank 3
4330,ARUNJYOTI BIO VENTURES LIMITED ,Rank 3
4331,SYSTEMATIX SECURITIES LTD.,Rank 3
4332,AAR SHYAM INDIA INVESTMENT COMPANY LIMITED,Rank 3
4333,SALEM ERODE INVESTMENTS LTD.,Rank 3
4334,"INDIAN BRIGHT STEEL CO. LTD.,",Rank 3
4335,HEERA ISPAT LTD.,Rank 3
4336,BLUEBLOOD VENTURES LIMITED,Rank 3
4337,NMS RESOURCES GLOBAL LIMITED,Rank 3
4338,GI ENGINEERING SOLUTIONS LIMITED,Rank 3
4339,W W TECHNOLOGY HOLDINGS LTD.,Rank 3
4340,KIRAN SYNTEX LTD.,Rank 3
4341,RAP MEDIA LTD.,Rank 3
4342,SMS TECHSOFT (INDIA) LIMITED,Rank 3
4343,SATYA MINERS & TRANSPORTERS LIMITED,Rank 3
4344,KALPA COMMERCIAL LIMITED,Rank 3
4345,ROCKON ENTERPRISES LIMITED,Rank 3
4346,TWINSTAR INDUSTRIES LIMITED,Rank 3
4347,EXPLICIT FINANCE LIMITED,Rank 3
4348,CARNATION INDUSTRIES LTD.,Rank 3
4349,FIVE CORE EXIM LIMITED,Rank 3
4350,LEAD FINANCIAL SERVICES  LTD,Rank 3
4351,TRIUMPH INTERNATIONAL FINANCE INDIA,Rank 3
4352,GUJARAT MEDITECH LTD.,Rank 3
4353,SCAN ORGANICS LTD.,Rank 3
4354,IEC EDUCATION LIMITED,Rank 3
4355,SHREE KRISHNA INFRASTRUCTURE LIMITED,Rank 3
4356,ANAND PROJECTS LTD,Rank 3
4357,EXCEL CASTRONICS LIMITED,Rank 3
4358,OMANSH ENTERPRISES LIMITED,Rank 3
4359,GUJARAT CARBON & IND. LTD.,Rank 3
4360,I POWER SOLUTIONS INDIA LTD.,Rank 3
4361,ARNAV CORPORATION LIMITED,Rank 3
4362,BMB MUSIC & MAGNETICS LTD.,Rank 3
4363,SREE CHEM RESINS LTD,Rank 3
4364,TELEPHONE CABLES LTD,Rank 3
4365,TRIMURTHI LIMITED,Rank 3
4366,UNIVERSAL PRIME ALUMINIUM LTD,Rank 3
4367,NIDHI GRANITES LIMITED,Rank 3
4368,SRI CHAKRA CEMENT LIMITED,Rank 3
4369,WELLNESS NONI LIMITED,Rank 3
4370,"SUPER SYNCOTEX (INDIA) LTD.,",Rank 3
4371,V.B.DESAI FINANCIAL SERVICES LTD,Rank 3
4372,ASIAN PETROPRODUCTS & EXPORTS LTD.,Rank 3
4373,ADVANCE MULTITECH LTD.,Rank 3
4374,SUNGOLD CAPITAL LTD.,Rank 3
4375,PINCON LIFESTYLE LIMITED,Rank 3
4376,VISU INTERNATIONAL LTD.,Rank 3
4377,SOFTBPO GLOBAL SERVICES LTD.,Rank 3
4378,"LYNX MACHINERY & COMMERCIALS LTD.,",Rank 3
4379,JRI INDUSTRIES & INFRASTRUCTURE LIMITED,Rank 3
4380,INDO-CITY INFOTECH LTD.,Rank 3
4381,WARNER MULTIMEDIA LTD.,Rank 3
4382,R.T.EXPORTS LTD.,Rank 3
4383,NICCO-UCO ALLIANCE CREDIT LTD.,Rank 3
4384,ASHNISHA INDUSTRIES LIMITED,Rank 3
4385,SANGHI CORPORATE SERVICES LTD.,Rank 3
4386,SYBLY INDUSTRIES LTD.,Rank 3
4387,VAX HOUSING FINANCE CORPORATION LTD,Rank 3
4388,AMSONS APPARELS LIMITED,Rank 3
4389,ADITRI INDUSTRIES LIMITED,Rank 3
4390,BANAS FINANCE LIMITED,Rank 3
4391,SAGAR SYSTECH LTD.,Rank 3
4392,SIP INDUSTRIES LTD,Rank 3
4393,MUKAT PIPES LIMITED,Rank 3
4394,OMNI AXS SOFTWARE LTD.,Rank 3
4395,PANAFIC INDUSTRIALS LTD,Rank 3
4396,BAZEL INTERNATIONAL LIMITED,Rank 3
4397,RITZ MERCANTILE LIMITED,Rank 3
4398,MID INDIA INDUSTRIES LIMITED,Rank 3
4399,RAASI REFRACTORIES LIMITED.,Rank 3
4400,STI PRODUCTS INDIA LTD.,Rank 3
4401,MIVEN MACHINE TOOLS LTD.,Rank 3
4402,RATHI GRAPHICS TECHNOLOGIES LTD.,Rank 3
4403,LYONS CORPORATE MARKET LTD.,Rank 3
4404,MAYUR LEATHER PRODUCTS LTD.,Rank 3
4405,SHARP COMMERCIAL ENTERPRISES LIMITED,Rank 3
4406,GUJARAT PERSTORP ELECTRONICS LTD.,Rank 3
4407,EMGEE CABLES & COMMUNICATIONS LTD.,Rank 3
4408,MINAXI TEXTILES LTD.,Rank 3
4409,BOSTON LEASING AND FINANCE LTD.,Rank 3
4410,MADHUR CAPITAL & FINANCE LTD.,Rank 3
4411,WOODSVILLA LIMITED,Rank 3
4412,HINDUSTAN BIO SCIENCES LTD.,Rank 3
4413,SERVOTEACH INDUSTRIES LTD,Rank 3
4414,BIO GREEN PAPERS LIMITED,Rank 3
4415,SHREE WORSTEX LIMITED,Rank 3
4416,BLUE BLENDS (INDIA) LTD,Rank 3
4417,"MULLER & PHIPPS (INDIA) LTD.,",Rank 3
4418,"CUPID TRADES & FINANCE LTD.,",Rank 3
4419,HARMONY CAPITAL SERVICES LTD.,Rank 3
4420,SARTHAK GLOBAL LTD.,Rank 3
4421,DHARANI FINANCE LTD.,Rank 3
4422,JAGSON AIRLINES LTD.,Rank 3
4423,ADVANCE POWERINFRA TECH LIMITED,Rank 3
4424,THOMAS SCOTT (INDIA) LIMITED,Rank 3
4425,"BHORUKA ALUMINIUM LTD.,",Rank 3
4426,SGN TELECOMS LTD.,Rank 3
4427,KUSH INDUSTRIES LIMITED,Rank 3
4428,GARLON POLYFAB INDUSTRIES LTD.,Rank 3
4429,SRI VAJRA GRANITES LTD.,Rank 3
4430,CHAMBAL BREWERIES & DISTILLERIES LI,Rank 3
4431,JATALIA GLOBAL VENTURES LIMITED,Rank 3
4432,DAULAT SECURITIES LTD.,Rank 3
4433,CITY ONLINE SERVICES LIMITED,Rank 3
4434,CITIZEN INFOLINE LTD.,Rank 3
4435,"MIDEAST (INDIA) LTD.,",Rank 3
4436,ESAAR (INDIA) LTD.,Rank 3
4437,HAZOOR MULTI PROJECTS LIMITED,Rank 3
4438,"KOTHARI INDUSTRIAL CORPN. LTD.,",Rank 3
4439,"PREMIER SYNTHETICS LTD.,",Rank 3
4440,CITYMAN LIMITED,Rank 3
4441,VAISHNAVI GOLD LIMITED,Rank 3
4442,VISHVPRABHA VENTURES LIMITED,Rank 3
4443,"NIVI TRADING LTD.,",Rank 3
4444,JHAVERI CREDITS & CAPITAL LTD.,Rank 3
4445,INNOCORP LIMITED,Rank 3
4446,JECO EXPORTS AND FINANCE LIMITED,Rank 3
4447,GUJARAT METALLIC COAL & COKE LTD,Rank 3
4448,PANKAJ PIYUSH TRADE & INV. LTD,Rank 3
4449,"KEDIA CONSTRUCTION CO. LTD.,",Rank 3
4450,"BENGAL STEEL INDUSTRIES LTD.,",Rank 3
4451,SVC RESOURCES LIMITED,Rank 3
4452,MAITRI ENTERPRISES LIMITED,Rank 3
4453,ACE EDUTREND LIMITED,Rank 3
4454,SEASONS FURNISHINGS LTD.,Rank 3
4455,KAUSHALYA INFRASTRUCTURE DEVELOPMENT CORPORATION LTD,Rank 3
4456,MEHTA INTEGRATED FINANCE LTD.,Rank 3
4457,CINERAD COMMUNICATIONS LTD.,Rank 3
4458,KEN FINANCIAL SERVICES LTD.,Rank 3
4459,GSL NOVA PETROCHEMICALS LIMITED,Rank 3
4460,INTERNATIONAL DATA MANAGEMENTS LTD.,Rank 3
4461,KAY POWER AND PAPER LTD,Rank 3
4462,BRIDGE SECURITIES LTD.,Rank 3
4463,SHYAMA INFOSYS LTD.,Rank 3
4464,UDDHAV PROPERTIES LIMITED,Rank 3
4465,UTTARANCHAL LEASING LIMITED,Rank 3
4466,"AUTOMOBILE PRODUCTS OF INDIA LTD.,",Rank 3
4467,"GARWARE MARINE INDUSTRIES LTD.,",Rank 3
4468,HOTEL RUGBY LTD.,Rank 3
4469,RAMSARUP INDUSTRIES LTD.,Rank 3
4470,DELTA INDUSTRIAL RESOURCES LIMITED,Rank 3
4471,PALSOFT INFOSYSTEMS LTD.,Rank 3
4472,"ZENITH COMPUTERS LTD.,",Rank 3
4473,GRAVITY (INDIA) LTD.,Rank 3
4474,BLUE CHIP INDIA LTD,Rank 3
4475,"SHREENATH INVESTMENTS CO. LTD.,",Rank 3
4476,AMBITIOUS PLASTOMAC LTD.,Rank 3
4477,EDUEXEL INFOTAINMENT LIMITED,Rank 3
4478,VISAGAR FINANCIAL SERVICES LTD,Rank 3
4479,MOONGIPA SECURITIES LTD.,Rank 3
4480,VALLEY MAGNESITE COMPANY LIMITED,Rank 3
4481,FOUNDRY FUEL PRODUCTS LTD.,Rank 3
4482,INTEGRA SWITCHGEAR LTD.,Rank 3
4483,SHRI GANG INDUSTRIES & ALLIED PRODUCTS LIMITED,Rank 3
4484,WELTERMAN INTERNATIONAL LTD.,Rank 3
4485,"SAMTEL (INDIA) LTD.,",Rank 3
4486,ELANGO INDUSTRIES LTD,Rank 3
4487,ADITYA FORGE LTD,Rank 3
4488,GLOBAL CAPITAL MARKETS LTD.,Rank 3
4489,SRIVEN MULTI-TECH LTD,Rank 3
4490,MARDIA SAMYOUNG CAPILLARY TUBES CO.,Rank 3
4491,NIMBUS INDUSTRIES LTD.,Rank 3
4492,CINDRELLA FINANCIAL SERVICES LTD.,Rank 3
4493,"SHERATON PROPERTIES & FINANCE LTD.,",Rank 3
4494,ENTERPRISE INTERNATIONAL LIMITED,Rank 3
4495,NUTRICIRCLE LIMITED,Rank 3
4496,MAHAVEER INFOWAY LIMITED,Rank 3
4497,ASHISH POLYPLAST LTD.,Rank 3
4498,RAJKOT INVESTMENT TRUST LIMITED,Rank 3
4499,UNIPRO TECHNOLOGIES LIMITED,Rank 3
4500,ALL METAL PROCESS & IND.LTD.,Rank 3
4501,WATSON SOFTWARE LTD.,Rank 3
4502,CONTAINERWAY INTERNATIONAL LIMITED,Rank 3
4503,TRIJAL INDUSTRIES LTD.,Rank 3
4504,SANCIA GLOBAL INFRAPROJECTS LIMITED,Rank 3
4505,SIDDHESWARI GARMENTS LTD.,Rank 3
4506,NAISARGIK AGRITECH (INDIA) LTD.,Rank 3
4507,CRAZY INFOTECH LTD.,Rank 3
4508,JAGSONPAL FINANCE & LEASING LTD.,Rank 3
4509,SHANTANU SHEOREY AQUAKULT LTD.,Rank 3
4510,"PRECIOUS TRADING & INVT. LTD.,",Rank 3
4511,DUGAR HOUSING DEVELOPMENTS LIMITED,Rank 3
4512,UNIVERSAL OFFICE AUTOMATION LIMITED,Rank 3
4513,SESHACHAL TECHNOLOGIES LTD,Rank 3
4514,FOURTH GENERATION INFORMATION SYSTEMS LTD,Rank 3
4515,ALORA TRADING COMPANY LIMITED,Rank 3
4516,"SARVAMANGAL MERCANTILE CO. LTD.,",Rank 3
4517,UNIWORTH SECURITIES LIMITED,Rank 3
4518,PACHELI INDUSTRIAL FINANCE LIMITED,Rank 3
4519,MANGALAM ENGINEERING PROJECTS LIMITED,Rank 3
4520,PARAG FANS & COOLING SYSTEMS LIMITED,Rank 3
4521,GENERA AGRI CORP LTD,Rank 3
4522,DCM FINANCIAL SERVICES LTD.,Rank 3
4523,"JAYABHARAT CREDIT LTD.,",Rank 3
4524,"AMFORGE INDUSTRIES LTD.,",Rank 3
4525,TRANS GLOBE TEXTILES LIMITED,Rank 3
4526,ENSA STEEL INDUSTRIES LTD,Rank 3
4527,ESQUIRE MONEY GUARANTEES LTD,Rank 3
4528,BACIL PHARMA LTD.,Rank 3
4529,KABRA DRUGS LTD,Rank 3
4530,GANGOTRI IRON & STEEL COMPANY LTD,Rank 3
4531,GLOBUS CORPORATION LTD.,Rank 3
4532,SHIVANSH FINSERV LIMITED,Rank 3
4533,UBE INDUSTRIES LTD,Rank 3
4534,MADHUVEER COM 18 NETWORK LIMITED,Rank 3
4535,EURO MULTIVISION LIMITED,Rank 3
4536,ROYAL INDIA CORPORATION LIMITED,Rank 3
4537,JAIHIND SYNTHETICS LTD.,Rank 3
4538,ANG INDUSTRIES LIMITED,Rank 3
4539,AMAZE ENTERTECH LIMITED,Rank 3
4540,LWS KNITWEAR LTD,Rank 3
4541,BISIL PLAST LIMITED,Rank 3
4542,RICHA INDUSTRIES LIMITED,Rank 3
4543,LAYLA TEXTILE AND TRADERS LIMITED,Rank 3
4544,GOBIND SUGAR MILLS LIMITED,Rank 3
4545,VICTORIA ENTERPRISES LIMITED,Rank 3
4546,BILPOWER LTD.,Rank 3
4547,LINEAR INDUSTRIES LTD,Rank 3
4548,TTI ENTERPRISE LIMITED,Rank 3
4549,SPACE INCUBATRICS TECHNOLOGIES LIMITED,Rank 3
4550,DENIM DEVELOPERS LIMITED,Rank 3
4551,TEXEL INDUSTRIES LTD.,Rank 3
4552,PRATIKSHA CHEMICALS LTD.,Rank 3
4553,ABHINANDAN ENTERPRISES LIMITED,Rank 3
4554,"SILVER OAK COMMERCIAL LTD.,",Rank 3
4555,TOTAL EXPORTS LTD,Rank 3
4556,"BELAPUR INDUSTRIES LTD.,",Rank 3
4557,ARCHANA SOFTWARE LTD.,Rank 3
4558,DEVRUP TRADING LIMITED,Rank 3
4559,NEW MARKETS ADVISORY LTD,Rank 3
4560,MILK SPECIALITIES LTD.,Rank 3
4561,KKALPANA PLASTICK LIMITED,Rank 3
4562,OBJECTONE INFORMATION SYSTEMS LTD,Rank 3
4563,B.P.CAPITAL LTD.,Rank 3
4564,PENNAR ALUMINIUM CO. LTD,Rank 3
4565,PRIME INDUSTRIES LTD.,Rank 3
4566,"JAY ENERGY AND S. ENERGIES LIMITED,",Rank 3
4567,KUMBHAT FINANCIAL SERVICES LTD.,Rank 3
4568,ASIAN VEGPRO INDUSTRIES LTD.,Rank 3
4569,JUSTRIDE ENTERPRISES LIMITED,Rank 3
4570,RANJIT SECURITIES LTD.,Rank 3
4571,LESHA INDUSTRIES LIMITED,Rank 3
4572,"MODELLA WOOLLENS LTD.,",Rank 3
4573,USHAKIRAN FINANCE LTD.,Rank 3
4574,"AASWA TRADING & EXPORT LTD.,",Rank 3
4575,NARMADA MACPLAST DRIP IRRIGATION SY,Rank 3
4576,MINI DIAMONDS (INDIA) LTD.,Rank 3
4577,RUBRA MEDICAMENTS LTD.,Rank 3
4578,"SANMITRA COMMERCIAL LTD.,",Rank 3
4579,RAGHUNATH INTERNATIONAL LTD.,Rank 3
4580,FOCUS INDUSTRIAL RESOURCES LIMITED,Rank 3
4581,NAWRATAN ARTS LIMITED,Rank 3
4582,SINDU VALLEY TECHNOLOGIES LTD.,Rank 3
4583,"M.P. AGRO INDUSTRIES LTD.,",Rank 3
4584,ATHARV ENTERPRISES LIMITED,Rank 3
4585,"COMPUTER POINT LTD.,",Rank 3
4586,OLYMPIC MANAGEMENT & FINANCIAL SERV,Rank 3
4587,"ADINATH TEXTILES LTD.,",Rank 3
4588,MADHUR INDUSTRIES LIMITED,Rank 3
4589,GUJARAT CYPROMET LTD.,Rank 3
4590,GUJARAT FOILS LTD.,Rank 3
4591,SHRI GURUDEV EN-TRADE LIMITED,Rank 3
4592,YARN SYNDICATE LTD.,Rank 3
4593,FORTUNE FOODS LTD,Rank 3
4594,B&A PACKAGING INDIA LIMITED,Rank 3
4595,PAWANSUT HOLDINGS LIMITED,Rank 3
4596,HARIA APPARELS LIMITED,Rank 3
4597,"TECHNOJET CONSULTANTS LTD.,",Rank 3
4598,ASIAN FLORA LTD.,Rank 3
4599,DINA IRON & STEEL LTD.,Rank 3
4600,ELITECON INTERNATIONAL LIMITED,Rank 3
4601,CHANDNI MACHINES LIMITED,Rank 3
4602,SAB EVENTS & GOVERNANCE NOW MEDIA LIMITED,Rank 3
4603,TRIBHUVAN HOUSING LTD.,Rank 3
4604,V B INDUSTRIES LIMITED,Rank 3
4605,"DECCAN BEARINGS LTD.,",Rank 3
4606,"CHEMO PHARMA LABORATORIES LTD.,",Rank 3
4607,SOUTH ASIAN ENTEPRISES LTD.,Rank 3
4608,DOLPHIN MEDICAL SERVICES LTD.,Rank 3
4609,CISTRO TELELINK LTD.,Rank 3
4610,SUNITEE CHEMICALS LTD.,Rank 3
4611,OASIS TRADELINK LIMITED,Rank 3
4612,DIAMANT INFRASTRUCTURE LIMITED,Rank 3
4613,RAMGOPAL POLYTEX LTD,Rank 3
4614,AARV INFRATEL LIMITED,Rank 3
4615,AADI INDUSTRIES LTD,Rank 3
4616,VCK CAPITAL MARKETS SERVICES LTD.,Rank 3
4617,SPECTRA INDUSTRIES LTD.,Rank 3
4618,GYAN DEVELOPERS & BUILDERS LTD.,Rank 3
4619,TSL INDUSTRIES LTD.,Rank 3
4620,VISION CORPORATION LTD.,Rank 3
4621,F MEC INTERNATIONAL FINANCIAL SERVICES LIMITED,Rank 3
4622,INDITALIA REFCON LTD.,Rank 3
4623,EURO ASIA EXPORTS LTD.,Rank 3
4624,METRO COMMERCIAL COMPANY LIMITED,Rank 3
4625,SCAN PROJECTS LTD,Rank 3
4626,ANJANI FINANCE LTD,Rank 3
4627,RAMCHANDRA LEASING & FINANCE LIMITED,Rank 3
4628,BHAIRAV ENTERPRISES LIMITED,Rank 3
4629,FORTUNE INDUSTRIAL RESOURCES LIMITED,Rank 3
4630,RISHABH ENTERPRISES LIMITED,Rank 3
4631,SHREYANS FINANCIAL AND CAPITAL SERVICES LIMITED,Rank 3
4632,SKYWEB INFOTECH LIMITED,Rank 3
4633,PREMIUM MERCHANTS LIMITED,Rank 3
4634,DHAVAL EXPORTS LIMITED,Rank 3
4635,TRIDENT INDIA LIMITED,Rank 3
4636,INDOVATION TECHNOLOGIES LIMITED,Rank 3
4637,TMT (INDIA) LTD.,Rank 3
4638,SURYADEEP SALT REFINERY & CHEMICALS,Rank 3
4639,ABC GAS (INTERNATIONAL) LTD.,Rank 3
4640,P. B. FILMS LIMITED,Rank 3
4641,SNS PROPERTIES AND LEASING LIMITED,Rank 3
4642,SUBWAY FINANCE & INVESTMENT CO. LTD,Rank 3
4643,KOME-ON COMMUNICATION LIMITED,Rank 3
4644,"PARICHAY INVESTMENTS LTD.,",Rank 3
4645,CHARMS INDUSTRIES LTD,Rank 3
4646,SITA SHREE FOOD PRODUCTS LTD,Rank 3
4647,PASARI SPINNING MILLS LTD.,Rank 3
4648,MAHAVIR INDUSTRIES LIMITED,Rank 3
4649,HIND COMMERCE LIMITED,Rank 3
4650,ABHISHEK INFRAVENTURES LIMITED,Rank 3
4651,D. D. VENTURES LIMITED,Rank 3
4652,BIRLA CAPITAL & FINANCIAL SERVICES LTD.,Rank 3
4653,"SPEEDAGE COMMERCIALS LTD.,",Rank 3
4654,ALANG MARINE LTD.,Rank 3
4655,CRESCENT LEASING LIMITED,Rank 3
4656,WINMORE LEASING AND HOLDINGS LIMITED,Rank 3
4657,ASIAN FERTILISERS LTD.,Rank 3
4658,ARCUTTIPORE TEA CO. LTD.,Rank 3
4659,GSL SECURITIES LTD.,Rank 3
4660,CLASSIC LEASING & FINANCE LTD.,Rank 3
4661,ASSOCIATED FINMAN LIMITED,Rank 3
4662,WEBEL COMMUNICATION INDUSTRIES LTD.,Rank 3
4663,G.R.CABLES LTD.,Rank 3
4664,INTEGRATED PROTEINS LTD.,Rank 3
4665,"SHAH CONSTRUCTION CO. LTD.,",Rank 3
4666,"KHANDELWAL EXTRACTION LTD.,",Rank 3
4667,INDIA INFRASPACE LTD,Rank 3
4668,GLOBAL LAND MASTERS CORPORATION LTD.,Rank 3
4669,FRONTLINE FINANCIAL SERVICES LTD.,Rank 3
4670,KRISHNA CAPITAL AND SECURITIES LIMITED,Rank 3
4671,SYMBIOX INVESTMENT & TRADING CO. LTD.,Rank 3
4672,S.R.INDUSTRIES LTD.,Rank 3
4673,MANIYAR PLAST LTD.,Rank 3
4674,T. SPIRITUAL WORLD LTD.,Rank 3
4675,KOA TOOLS INDIA LTD,Rank 3
4676,FISCHER CHEMIC LTD.,Rank 3
4677,MARUTI SECURITIES LTD.,Rank 3
4678,UNIVERSAL ARTS LTD,Rank 3
4679,VENUS UNIVERSAL LTD,Rank 3
4680,SAWACA BUSINESS MACHINES LTD.,Rank 3
4681,UNIWORTH INTERNATIONAL LTD.,Rank 3
4682,"SKYPAK SERVICE SPECIALIST LTD.,",Rank 3
4683,SREE JAYALAKSHMI AUTOSPIN LTD.,Rank 3
4684,BETALA GLOBAL SECURITIES LTD.,Rank 3
4685,"REMI SALES & ENGINEERING LTD.,",Rank 3
4686,RICHIRICH INVENTURES LIMITED,Rank 3
4687,SC AGROTECH LIMITED,Rank 3
4688,N. K. TEXTILE INDUSTRIES LIMITED,Rank 3
4689,NEWAGE MARKETING LIMITED,Rank 3
4690,BEE ELECTRONIC MACHINES LTD,Rank 3
4691,REVATI ORGANICS LTD.,Rank 3
4692,"TWIN ROSES TRADES & AGENCIES LTD.,",Rank 3
4693,"POLYTEX INDIA LTD.,",Rank 3
4694,ABHISHEK CORPORATION LTD,Rank 3
4695,MOLIND ENGINEERING LIMITED,Rank 3
4696,SWADESHI INDUSTRIES LEASING CO. LTD,Rank 3
4697,ATN INTERNATIONAL LTD.,Rank 3
4698,XL ENERGY LIMITED,Rank 3
4699,ARTECH POWER & TRADING LIMITED,Rank 3
4700,EMED.COM TECHNOLOGIES LIMITED,Rank 3
4701,MOONGIPA CAPITAL FINANCE LTD.,Rank 3
4702,LINAKS MICROELECTRONICS LTD.,Rank 3
4703,VIRGO GLOBAL LIMITED,Rank 3
4704,HIGH STREET FILATEX LIMITED,Rank 3
4705,MIDVALLEY ENTERTAINMENT LIMITED,Rank 3
4706,JAIHIND PROJECTS LTD.,Rank 3
4707,GUJARAT INJECT (KERALA) LTD.,Rank 3
4708,FUNNY SOFTWARE LIMITED,Rank 3
4709,"NEPTUNE EXPORTS LTD.,",Rank 3
4710,GUJARAT REFRACTORIES LTD.,Rank 3
4711,KILBURN OFFICE AUTOMATION LTD.,Rank 3
4712,CAPFIN INDIA LIMITED,Rank 3
4713,PRIYA INTERNATIONAL LIMITED,Rank 3
4714,"MACKINNON MACKENZIE & CO. LTD.,",Rank 3
4715,KACHCHH MINERALS LTD.,Rank 3
4716,ATLANTIC COMMERCIAL COMPANY LIMITED,Rank 3
4717,HARIA EXPORTS LTD.,Rank 3
4718,BOBSHELL ELECTRODES LTD.,Rank 3
4719,BLUECHIP STOCKSPIN LTD.,Rank 3
4720,CLASSIC GLOBAL FINANCE & CAPITAL LTD.,Rank 3
4721,"HB LEASING & FINANCE CO. LTD.,",Rank 3
4722,R.R.SECURITIES LTD.,Rank 3
4723,GENUS COMMU-TRADE LTD.,Rank 3
4724,HIT KIT GLOBAL SOLUTIONS LTD,Rank 3
4725,SAI JEEVADHARA FINANCE LIMITED,Rank 3
4726,"SURAJ INDUSTRIES LIMITED.,",Rank 3
4727,SURANA CORPORATION LTD.,Rank 3
4728,NAVKETAN MERCHANTS LIMITED,Rank 3
4729,SUNITA BONDS & HOLDINGS LIMITED,Rank 3
4730,"MASTER CHEMICALS LTD.,",Rank 3
4731,WHITE LION ASIA LTD.,Rank 3
4732,PREMIUM CAPITAL MARKET & INVESTMENT,Rank 3
4733,PERVASIVE COMMODITIES LIMITED,Rank 3
4734,MERCURY METALS LIMITED,Rank 3
4735,MAHAN INDUSTRIES LTD.,Rank 3
4736,COVIDH TECHNOLOGIES LIMITED,Rank 3
4737,EDYNAMICS SOLUTIONS LIMITED,Rank 3
4738,ALAN SCOTT INDUSTRIES LTD.,Rank 3
4739,SOLID CARBIDE TOOLS LTD,Rank 3
4740,"GOLD ROCK INVESTMENTS LTD.,",Rank 3
4741,NACHMO KNITEX LTD.,Rank 3
4742,RFL INTERNATIONAL LTD.,Rank 3
